travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,ms_bfs_based_rpq,1,20,0.34288287500385195,0
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,ms_bfs_based_rpq,1,20,0.23556845900020562,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,ms_bfs_based_rpq,1,20,0.3416930000021239,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,ms_bfs_based_rpq,1,20,0.23764325000229292,0
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,tensor_based_rpq,1,20,0.17551083299622405,0
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,tensor_based_rpq,1,20,0.17746895799791673,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,tensor_based_rpq,1,20,0.17529029199795332,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,tensor_based_rpq,1,20,0.17482895899593132,0
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,ms_bfs_based_rpq,1,20,0.28865604200109374,0
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,ms_bfs_based_rpq,1,20,0.20358249999844702,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,ms_bfs_based_rpq,1,20,0.29117712500010384,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,ms_bfs_based_rpq,1,20,0.20381641700078035,0
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,tensor_based_rpq,1,20,0.17606258299929323,0
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,tensor_based_rpq,1,20,0.17814087500300957,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,tensor_based_rpq,1,20,0.17624425000394695,0
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,tensor_based_rpq,1,20,0.17595745799917495,0
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,ms_bfs_based_rpq,1,20,0.31971024999802466,0
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,ms_bfs_based_rpq,1,20,0.21787700000277255,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,ms_bfs_based_rpq,1,20,0.31865770800504833,0
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,ms_bfs_based_rpq,1,20,0.2816660000025877,0
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,tensor_based_rpq,1,20,0.17443070800072746,0
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,tensor_based_rpq,1,20,0.17498437500034925,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,tensor_based_rpq,1,20,0.1745992500000284,0
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,tensor_based_rpq,1,20,0.17512954200356035,0
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,ms_bfs_based_rpq,1,20,0.32975720800459385,0
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,ms_bfs_based_rpq,1,20,0.2230649170014658,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,ms_bfs_based_rpq,1,20,0.35556712499965215,0
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,ms_bfs_based_rpq,1,20,0.22343170800013468,0
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,tensor_based_rpq,1,21,0.17611133299942594,0
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,tensor_based_rpq,1,21,0.17833479099499527,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,tensor_based_rpq,1,21,0.17587879100028658,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,tensor_based_rpq,1,21,0.17613470800279174,0
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,ms_bfs_based_rpq,1,21,0.3428447919941391,0
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,ms_bfs_based_rpq,1,21,0.2366482500001439,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,ms_bfs_based_rpq,1,21,0.3424112499997136,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,ms_bfs_based_rpq,1,21,0.23657237500447081,0
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,tensor_based_rpq,1,21,0.17561462499725167,0
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,tensor_based_rpq,1,21,0.17548912500205915,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,tensor_based_rpq,1,21,0.1755987919968902,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,tensor_based_rpq,1,21,0.17668037499970524,0
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,ms_bfs_based_rpq,1,21,0.2892647910048254,0
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,ms_bfs_based_rpq,1,21,0.2079707920056535,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,ms_bfs_based_rpq,1,21,0.2889919579974958,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,ms_bfs_based_rpq,1,21,0.20406775000446942,0
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,tensor_based_rpq,1,21,0.17628679200424813,0
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,tensor_based_rpq,1,21,0.1761216249942663,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,tensor_based_rpq,1,21,0.17809775000205263,0
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,tensor_based_rpq,1,21,0.17571624999982305,0
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,ms_bfs_based_rpq,1,21,0.31778116700297687,0
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,ms_bfs_based_rpq,1,21,0.21770983299938962,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,ms_bfs_based_rpq,1,21,0.3177090829994995,0
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,ms_bfs_based_rpq,1,21,0.2173313329985831,0
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,tensor_based_rpq,1,21,0.17409475000022212,0
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,tensor_based_rpq,1,21,0.17493512499640929,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,tensor_based_rpq,1,21,0.17499720899650129,0
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,tensor_based_rpq,1,21,0.1745717079975293,0
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,ms_bfs_based_rpq,1,21,0.32858029199996963,0
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,ms_bfs_based_rpq,1,21,0.22329962499497924,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,ms_bfs_based_rpq,1,21,0.3271003749978263,0
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,ms_bfs_based_rpq,1,21,0.22557412500464125,0
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,tensor_based_rpq,1,22,0.17613866600004258,0
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,tensor_based_rpq,1,22,0.17579658300383016,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,tensor_based_rpq,1,22,0.17533066599571612,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,tensor_based_rpq,1,22,0.17554220800229814,0
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,ms_bfs_based_rpq,1,22,0.34209220799675677,0
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,ms_bfs_based_rpq,1,22,0.23838629199599382,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,ms_bfs_based_rpq,1,22,0.3409160000010161,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,ms_bfs_based_rpq,1,22,0.23858412499976112,0
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,tensor_based_rpq,1,22,0.17628658300236566,0
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,tensor_based_rpq,1,22,0.17601091699907556,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,tensor_based_rpq,1,22,0.17754258400236722,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,tensor_based_rpq,1,22,0.17492862500512274,0
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,ms_bfs_based_rpq,1,22,0.2889561250049155,0
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,ms_bfs_based_rpq,1,22,0.2038428330051829,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,ms_bfs_based_rpq,1,22,0.28890879199752817,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,ms_bfs_based_rpq,1,22,0.20389791700290516,0
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,tensor_based_rpq,1,22,0.17940770799759775,0
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,tensor_based_rpq,1,22,0.17654524999670684,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,tensor_based_rpq,1,22,0.17563549999613315,0
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,tensor_based_rpq,1,22,0.17782416700356407,0
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,ms_bfs_based_rpq,1,22,0.3168719589957618,0
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,ms_bfs_based_rpq,1,22,0.2164269580025575,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,ms_bfs_based_rpq,1,22,0.31918237500212854,0
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,ms_bfs_based_rpq,1,22,0.21735208300378872,0
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,tensor_based_rpq,1,22,0.17430787499324651,0
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,tensor_based_rpq,1,22,0.17390812499797903,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,tensor_based_rpq,1,22,0.1782660000026226,0
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,tensor_based_rpq,1,22,0.1750951249996433,0
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,ms_bfs_based_rpq,1,22,0.3276612500048941,0
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,ms_bfs_based_rpq,1,22,0.22450733299774583,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,ms_bfs_based_rpq,1,22,0.3284711669984972,0
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,ms_bfs_based_rpq,1,22,0.2531540829950245,0
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,tensor_based_rpq,1,23,0.1800102089982829,0
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,tensor_based_rpq,1,23,0.17564608300017426,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,tensor_based_rpq,1,23,0.17496170900267316,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,tensor_based_rpq,1,23,0.17600941699492978,0
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,ms_bfs_based_rpq,1,23,0.34337429200240877,0
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,ms_bfs_based_rpq,1,23,0.2373557089958922,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,ms_bfs_based_rpq,1,23,0.3413877080020029,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,ms_bfs_based_rpq,1,23,0.23632312499830732,0
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,tensor_based_rpq,1,23,0.17540975000156322,0
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,tensor_based_rpq,1,23,0.17871150000428315,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,tensor_based_rpq,1,23,0.176287708003656,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,tensor_based_rpq,1,23,0.17538675000105286,0
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,ms_bfs_based_rpq,1,23,0.28654883400304243,0
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,ms_bfs_based_rpq,1,23,0.20609912499639904,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,ms_bfs_based_rpq,1,23,0.289607666003576,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,ms_bfs_based_rpq,1,23,0.20566845800203737,0
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,tensor_based_rpq,1,23,0.17671362499822862,0
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,tensor_based_rpq,1,23,0.1785599170034402,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,tensor_based_rpq,1,23,0.17697724999743514,0
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,tensor_based_rpq,1,23,0.1756144579994725,0
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,ms_bfs_based_rpq,1,23,0.31880195799749345,0
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,ms_bfs_based_rpq,1,23,0.21638279099715874,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,ms_bfs_based_rpq,1,23,0.31714904199907323,0
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,ms_bfs_based_rpq,1,23,0.21916091699677054,0
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,tensor_based_rpq,1,23,0.17415524999523768,0
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,tensor_based_rpq,1,23,0.17408550000254763,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,tensor_based_rpq,1,23,0.1754486249992624,0
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,tensor_based_rpq,1,23,0.17427983300149208,0
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,ms_bfs_based_rpq,1,23,0.3270548750006128,0
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,ms_bfs_based_rpq,1,23,0.2208832500036806,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,ms_bfs_based_rpq,1,23,0.32862049999675946,0
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,ms_bfs_based_rpq,1,23,0.22351075000187848,0
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,tensor_based_rpq,1,24,0.17515566699876217,0
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,tensor_based_rpq,1,24,0.17745295799977612,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,tensor_based_rpq,1,24,0.17614691700146068,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,tensor_based_rpq,1,24,0.17586358299740823,0
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,ms_bfs_based_rpq,1,24,0.3416992909988039,0
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,ms_bfs_based_rpq,1,24,0.23653624999860767,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,ms_bfs_based_rpq,1,24,0.34279683400382055,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,ms_bfs_based_rpq,1,24,0.23844399999507004,0
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,tensor_based_rpq,1,24,0.1752374999996391,0
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,tensor_based_rpq,1,24,0.17557729200052563,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,tensor_based_rpq,1,24,0.1756104999949457,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,tensor_based_rpq,1,24,0.17522712500067428,0
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,ms_bfs_based_rpq,1,24,0.2894987499967101,0
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,ms_bfs_based_rpq,1,24,0.2081331669978681,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,ms_bfs_based_rpq,1,24,0.2898757500006468,0
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,ms_bfs_based_rpq,1,24,0.20527795800444437,0
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,tensor_based_rpq,1,24,0.17715087500255322,0
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,tensor_based_rpq,1,24,0.17542137499549426,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,tensor_based_rpq,1,24,0.17807604100380559,0
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,tensor_based_rpq,1,24,0.17585262499778764,0
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,ms_bfs_based_rpq,1,24,0.31807304099493194,0
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,ms_bfs_based_rpq,1,24,0.21789512500254204,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,ms_bfs_based_rpq,1,24,0.3191498340020189,0
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,ms_bfs_based_rpq,1,24,0.21635191699897405,0
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,tensor_based_rpq,1,24,0.17374520799785387,0
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,tensor_based_rpq,1,24,0.20022295800299617,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,tensor_based_rpq,1,24,0.17469416600215482,0
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,tensor_based_rpq,1,24,0.17439537499740254,0
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,ms_bfs_based_rpq,1,24,0.3269845830000122,0
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,ms_bfs_based_rpq,1,24,0.22241279099398525,0
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,ms_bfs_based_rpq,1,24,0.32654550000006566,0
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,ms_bfs_based_rpq,1,24,0.22214420900127152,0
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,tensor_based_rpq,0.7,0,0.12769758299691603,91
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,tensor_based_rpq,0.7,0,0.12722558300447417,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,tensor_based_rpq,0.7,0,0.12539195799763547,91
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,tensor_based_rpq,0.7,0,0.1250148339968291,91
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,ms_bfs_based_rpq,0.7,0,0.23945529200136662,91
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,ms_bfs_based_rpq,0.7,0,0.16841037500125822,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,ms_bfs_based_rpq,0.7,0,0.23881383299885783,91
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,ms_bfs_based_rpq,0.7,0,0.1662186660032603,91
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,tensor_based_rpq,0.7,0,0.12531400000443682,91
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,tensor_based_rpq,0.7,0,0.12464920800266555,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,tensor_based_rpq,0.7,0,0.12519412500114413,91
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,tensor_based_rpq,0.7,0,0.1253926670033252,91
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,ms_bfs_based_rpq,0.7,0,0.20452133400249295,91
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,ms_bfs_based_rpq,0.7,0,0.14714608400390716,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,ms_bfs_based_rpq,0.7,0,0.20268633300293004,91
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,ms_bfs_based_rpq,0.7,0,0.14462987500155577,91
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,tensor_based_rpq,0.7,0,0.12848562499857508,91
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,tensor_based_rpq,0.7,0,0.1259250420043827,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,tensor_based_rpq,0.7,0,0.12542799999937415,91
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,tensor_based_rpq,0.7,0,0.12640537499828497,91
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,ms_bfs_based_rpq,0.7,0,0.22439899999881163,91
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,ms_bfs_based_rpq,0.7,0,0.15501654199761106,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,ms_bfs_based_rpq,0.7,0,0.22608162499818718,91
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,ms_bfs_based_rpq,0.7,0,0.15434283400099957,91
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,tensor_based_rpq,0.7,0,0.12422429099387955,91
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,tensor_based_rpq,0.7,0,0.12374562499462627,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,tensor_based_rpq,0.7,0,0.12395316600304795,91
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,tensor_based_rpq,0.7,0,0.12867541699961293,91
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,ms_bfs_based_rpq,0.7,0,0.22979354199924273,91
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,ms_bfs_based_rpq,0.7,0,0.15992225000081817,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,ms_bfs_based_rpq,0.7,0,0.23128824999730568,91
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,ms_bfs_based_rpq,0.7,0,0.15722095800447278,91
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,tensor_based_rpq,0.7,1,0.1252249169992865,91
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,tensor_based_rpq,0.7,1,0.12487495799723547,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,tensor_based_rpq,0.7,1,0.12520375000167405,91
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,tensor_based_rpq,0.7,1,0.12505191699892748,91
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,ms_bfs_based_rpq,0.7,1,0.2399686249991646,91
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,ms_bfs_based_rpq,0.7,1,0.16739345899986802,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,ms_bfs_based_rpq,0.7,1,0.2387847919962951,91
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,ms_bfs_based_rpq,0.7,1,0.16786766699806321,91
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,tensor_based_rpq,0.7,1,0.12547483300295426,91
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,tensor_based_rpq,0.7,1,0.12700412499543745,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,tensor_based_rpq,0.7,1,0.18640387499908684,91
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,tensor_based_rpq,0.7,1,0.12529629100026796,91
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,ms_bfs_based_rpq,0.7,1,0.20554599999741185,91
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,ms_bfs_based_rpq,0.7,1,0.14437787500355626,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,ms_bfs_based_rpq,0.7,1,0.2041221250037779,91
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,ms_bfs_based_rpq,0.7,1,0.14614829100173665,91
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,tensor_based_rpq,0.7,1,0.12587887499830686,91
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,tensor_based_rpq,0.7,1,0.12668629200197756,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,tensor_based_rpq,0.7,1,0.12577787500049453,91
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,tensor_based_rpq,0.7,1,0.12558241700025974,91
travel,(comment | complementOf)* differentFrom disjointWith+,lil_matrix,ms_bfs_based_rpq,0.7,1,0.22815329100558301,91
travel,comment (complementOf | differentFrom)* disjointWith+,lil_matrix,ms_bfs_based_rpq,0.7,1,0.15393808299995726,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,lil_matrix,ms_bfs_based_rpq,0.7,1,0.22498600000108127,91
travel,((differentFrom+) | comment) complementOf disjointWith*,lil_matrix,ms_bfs_based_rpq,0.7,1,0.15526779199717566,91
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,tensor_based_rpq,0.7,1,0.12419216700072866,91
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,tensor_based_rpq,0.7,1,0.12388204099988798,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,tensor_based_rpq,0.7,1,0.12456837500212714,91
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,tensor_based_rpq,0.7,1,0.12421116599580273,91
travel,(comment | complementOf)* differentFrom disjointWith+,coo_matrix,ms_bfs_based_rpq,0.7,1,0.23085300000093412,91
travel,comment (complementOf | differentFrom)* disjointWith+,coo_matrix,ms_bfs_based_rpq,0.7,1,0.15642458400543546,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,coo_matrix,ms_bfs_based_rpq,0.7,1,0.2306725840026047,91
travel,((differentFrom+) | comment) complementOf disjointWith*,coo_matrix,ms_bfs_based_rpq,0.7,1,0.15736216699588113,91
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,tensor_based_rpq,0.7,2,0.12576600000465987,91
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,tensor_based_rpq,0.7,2,0.12540270799945574,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,tensor_based_rpq,0.7,2,0.12714620800397824,91
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,tensor_based_rpq,0.7,2,0.12488183299865341,91
travel,(comment | complementOf)* differentFrom disjointWith+,csr_matrix,ms_bfs_based_rpq,0.7,2,0.23929116599902045,91
travel,comment (complementOf | differentFrom)* disjointWith+,csr_matrix,ms_bfs_based_rpq,0.7,2,0.1667567499971483,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,csr_matrix,ms_bfs_based_rpq,0.7,2,0.23861450000549667,91
travel,((differentFrom+) | comment) complementOf disjointWith*,csr_matrix,ms_bfs_based_rpq,0.7,2,0.16679870900406968,91
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,tensor_based_rpq,0.7,2,0.12612508400343359,91
travel,comment (complementOf | differentFrom)* disjointWith+,csc_matrix,tensor_based_rpq,0.7,2,0.1259315420029452,91
travel,((comment | complementOf)+ differentFrom)* disjointWith,csc_matrix,tensor_based_rpq,0.7,2,0.12478895800450118,91
travel,((differentFrom+) | comment) complementOf disjointWith*,csc_matrix,tensor_based_rpq,0.7,2,0.12574383299943293,91
travel,(comment | complementOf)* differentFrom disjointWith+,csc_matrix,ms_bfs_based_rpq,0.7,2,0.2312982080038637,91
